age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
63,0,2282,8000,7,0,1,0,0,0
50,0,2325,8250,8,0,2,0,0,0
59,0,1834,16666,3,0,1,0,1,0
33,1,13530,1200,8,0,1,0,1,0
88,0,110000,5400,7,0,0,0,0,0
42,0,700000,5400,1,0,0,0,0,0
43,0,4795,8000,9,0,2,0,1,0
41,0,4599,6110,7,0,1,0,3,0
85,0,210000,5400,6,0,0,0,0,0
51,2,7545,4750,10,1,2,2,2,1
37,0,3958,11000,9,0,3,0,0,0
47,0,3947,4650,8,0,1,0,0,0
26,0,2010,6300,15,0,0,0,0,0
39,0,20950000,5400,6,0,1,0,0,1
43,0,2113,10000,7,0,1,0,2,0
45,1,2696,26917,19,0,2,0,2,0
54,0,5206,20000,8,0,3,0,2,0
66,0,53400000,5400,14,0,2,0,0,0
80,0,10000,2500,11,0,1,2,0,1
36,0,4010,6100,5,0,1,0,0,0
41,0,2343,7000,7,0,1,0,2,0
61,1,5084,5305,15,0,1,0,0,0
69,0,99,11000,5,0,0,0,0,0
44,0,97010000,5400,11,0,2,0,0,0
56,0,3906,6000,13,0,1,0,2,0
48,0,4694,7700,17,0,1,0,2,0
53,0,1667,3333,6,0,0,0,1,0
57,0,130000,5400,2,0,0,0,0,0
77,0,2865,7596,12,0,2,0,0,0
51,1,3321,5000,9,0,2,1,0,0
34,1,2468,2600,1,0,0,0,2,0
53,0,6500000,5400,11,0,0,0,0,0
90,0,14,7083,5,0,0,0,0,0
26,0,1666,3323,3,0,0,0,0,0
35,1,14938,489,2,0,0,0,3,0
74,0,45,5916,6,0,0,1,0,0
70,0,1293,12959,9,0,1,0,0,0
31,0,4161,4478,7,0,1,0,2,0
52,0,26640000,0,12,0,4,0,2,0
32,0,5089,2950,7,0,1,0,0,0
65,0,4229,10500,29,0,1,0,0,0
41,2,7050,5000,12,0,2,0,2,0
49,0,307,9000,3,0,0,0,0,0
84,0,74,10500,6,0,0,0,0,0
64,0,1553,3958,7,0,1,0,1,0
73,0,158930000,5400,12,0,7,0,0,0
46,0,528,6000,5,0,0,0,3,0
60,0,4186,7760,9,0,1,0,0,0
63,0,23170000,5400,5,0,2,0,0,0
58,0,3407,7521,12,0,1,0,1,0
29,0,1911,2578,8,0,0,0,0,0
74,0,5298,2800,7,0,1,0,0,0
38,0,6670000,5400,18,0,0,0,0,0
47,3,2261,3700,10,1,0,1,0,1
61,0,2293,5833,6,0,1,0,0,0
25,0,264,1400,4,0,0,0,0,0
52,0,5206,5934,13,0,2,0,0,0
33,0,5115,4200,7,0,1,0,0,0
34,5,10850000,5400,6,0,0,1,0,0
69,0,870000,5400,2,0,0,0,0,0
68,0,3979,4525,9,0,1,0,0,0
48,1,55738,778,17,0,2,0,2,0
37,0,1679,3333,5,0,0,0,0,0
60,0,3402,9537,11,0,2,0,2,0
57,0,2493,7800,11,0,3,0,0,0
66,0,980000,5400,12,0,0,0,0,0
42,0,4414,7800,6,0,1,0,3,0
84,0,6240000,5400,8,0,1,0,0,0
67,0,1078,5433,10,0,0,0,0,0
34,0,2874,1926,4,0,0,0,4,0
53,0,12455,2500,7,0,1,0,0,0
59,0,1444,12916,12,0,1,0,1,0
54,0,24350000,5400,7,0,2,0,1,0
77,0,4382,6333,12,0,2,0,1,0
56,0,4791,7567,13,0,3,0,2,0
72,1,48,3500,5,0,0,0,0,0
57,0,1845,6002,10,0,1,0,0,0
47,1,2495,5500,12,0,1,0,3,0
57,0,10470,6250,28,0,1,0,0,1
51,0,2266,16666,10,0,1,0,4,0
37,0,772,9416,3,0,0,0,0,0
45,0,7845,3513,7,0,2,0,0,0
54,0,7508,5104,2,0,1,0,1,0
55,0,2522,7259,10,0,1,0,2,0
36,0,2259,5700,4,0,1,0,2,0
61,0,9602,3500,15,0,1,0,0,0
45,2,5285,7500,11,0,2,0,3,0
50,0,2290,6916,2,0,1,1,0,1
51,0,4741,12499,18,0,3,0,0,0
58,0,1622,3000,8,0,0,0,0,0
48,3,62740000,5400,11,0,2,0,0,0
55,0,4127,2550,11,0,0,0,0,0
54,0,4360,7828,6,0,1,0,0,0
49,0,2807,7083,4,0,1,0,0,0
62,0,30860000,5400,17,0,3,0,3,0
37,0,742,5280,6,0,0,0,3,0
66,0,570,3750,1,0,0,0,1,0
53,0,49050000,5400,15,0,2,0,2,0
88,0,3470000,5400,8,0,0,0,0,0
59,0,6526,5400,7,0,1,0,0,0
37,0,13750000,5400,6,0,2,0,0,0
25,0,265,1470,1,0,0,0,0,0
35,0,4321,3100,7,1,0,1,3,1
45,0,3438,7191,5,0,1,0,2,0
36,0,139,4000,2,0,0,0,0,0
64,0,3531,4300,9,0,1,0,0,0
72,0,218,6000,6,0,0,0,0,0
25,0,169,2950,1,0,0,0,0,0
47,1,3835,7500,10,0,1,0,0,0
77,0,2476,1881,7,0,0,0,2,0
59,0,1581,12000,3,0,1,0,4,0
58,0,1321,10000,16,0,2,0,0,0
84,0,50,1977,4,0,0,0,0,0
39,0,4969,8740,12,0,4,0,0,0
37,0,2583,3800,7,0,1,0,1,0
65,1,51610000,5400,3,0,2,1,0,0
63,0,2549,5291,9,0,1,0,0,0
37,1,6105,4274,11,0,2,2,2,0
61,1,6846,4670,14,0,2,0,0,0
65,0,6782,4819,8,0,3,0,0,0
36,0,3599,6000,19,0,0,0,3,0
24,1,1359,4000,4,0,0,1,0,0
58,0,2299,6966,6,0,1,0,0,0
42,1,3583,7188,6,0,1,1,5,0
81,0,10000,5400,2,0,0,0,0,0
42,0,0,3333,4,0,0,0,0,0
39,0,841,7570,6,0,0,0,3,0
42,0,8369,3500,3,0,1,0,0,0
63,0,4979,2742,7,0,1,0,0,0
66,0,1796,3400,3,0,0,0,0,0
72,1,52,5316,5,0,0,0,0,0
34,0,17500000,5400,8,0,1,0,0,0
87,0,10000,5400,4,0,0,0,0,0
38,3,628,6702,5,5,0,0,1,1
47,0,470000,5400,4,0,0,0,0,0
29,1,2465,2725,5,0,0,1,0,0
57,0,4700,6862,9,0,1,0,2,0
63,0,15570000,5400,13,0,2,0,0,0
57,0,1767,13135,9,0,2,0,0,0
54,0,2848,1600,7,0,0,0,1,0
55,1,8660000,5400,4,6,0,0,0,1
62,0,6215,4583,17,0,1,0,0,0
46,0,6173,2615,8,0,1,0,0,0
56,0,11720000,5400,5,0,1,0,0,0
42,0,4269,3800,8,1,1,0,1,1
37,0,1235,7128,5,0,0,0,2,0
51,0,510000,5400,3,0,0,0,0,0
41,0,4363,8625,9,0,2,0,0,0
64,0,3536,20000,22,0,2,0,1,0
79,0,961,3140,3,0,1,0,0,0
32,1,16950000,5400,13,2,0,1,0,1
55,2,3868,5583,9,0,1,0,1,0
55,0,2420000,5400,3,1,0,0,1,0
66,0,3260,1750,6,0,1,0,0,0
39,0,2199,13627,5,0,2,0,0,0
29,1,1122,2200,5,0,0,0,0,1
48,0,18260000,5400,9,0,1,0,2,0
42,0,3584,2800,14,0,1,0,1,0
69,1,9261,1800,10,0,0,1,0,1
55,0,2424,13602,12,0,2,0,0,0
30,1,832,2100,3,0,0,0,1,0
51,2,0,12500,4,0,0,0,0,0
42,1,3680,7500,9,0,1,0,1,0
48,1,2874,2987,13,0,1,1,1,0
33,0,3785,2020,3,0,0,0,0,0
59,0,3252,10934,10,0,2,0,1,0
66,1,8490000,5400,9,2,0,2,0,0
72,0,2094,17869,8,0,2,0,1,0
78,0,15680000,5400,4,0,1,0,0,0
31,0,8109,3500,10,0,2,0,0,0
58,0,1681,4583,5,0,0,0,4,0
52,2,3995,5350,1,1,1,0,0,0
48,0,3241,4000,12,0,1,0,1,0
46,0,5330,9083,8,0,2,0,3,0
71,0,2533,4270,4,0,1,0,0,0
34,0,628,2400,1,0,0,0,2,0
59,0,5553,4630,20,0,2,0,0,0
83,0,45,10500,26,0,0,0,0,0
34,0,5417,4584,8,0,1,0,0,0
56,0,4960000,5400,5,0,0,0,1,0
69,0,29,3744,2,0,0,0,0,0
24,0,6358,820,5,0,0,0,0,0
53,0,15220000,0,6,0,1,0,0,0
56,0,6896,1900,7,1,0,3,1,1
70,0,2531,5150,7,0,0,0,0,0
57,0,2156,7529,12,0,1,0,1,0
69,0,5497,5754,7,0,1,0,0,0
38,0,44610000,5400,13,0,4,0,0,0
60,1,4568,5250,12,0,2,0,0,0
44,0,6363,3500,8,0,1,0,1,0
55,1,2344,8441,16,0,2,0,0,0
43,1,2048,11552,6,0,1,0,0,0
60,0,8,1200,3,0,0,0,0,0
48,0,1120000,5400,11,0,0,0,3,0
45,0,7440000,5400,8,0,0,0,0,0
39,0,3221,5940,7,0,0,0,5,0
35,0,1740,8750,13,0,0,0,1,0
59,0,3628,11109,8,0,2,0,1,0
23,0,1167,3366,2,0,0,0,1,0
40,0,5187,3652,9,1,1,0,0,0
43,0,4952,7500,8,0,2,0,2,0
47,0,470,11909,5,0,0,0,3,0
66,1,7803,5316,11,0,1,0,0,0
71,0,2280,3955,7,0,1,0,0,0
61,0,59,5348,13,0,0,0,0,0
52,1,40044,2000,25,0,2,0,0,0
47,5,7164,7645,13,0,2,4,2,1
46,0,14360000,5400,6,0,1,0,0,0
43,0,17420000,5400,6,0,1,0,0,0
41,0,2802,10000,7,0,1,2,1,0
43,0,4263,10121,5,0,2,0,0,0
41,0,12260000,5400,1,0,1,0,0,0
46,1,62,5259,5,0,0,0,0,0
57,1,2056,10850,6,0,1,0,4,0
54,1,3839,3664,7,0,1,0,0,0
61,0,4899,8608,31,0,1,0,1,0
41,0,4206,9217,4,0,2,0,0,0
52,0,9540,5000,13,0,3,0,0,0
48,0,46,16666,5,0,0,0,0,0
56,0,2350000,5400,2,0,0,0,3,0
45,1,23890000,5400,14,0,1,0,0,0
23,0,265,300,2,0,0,0,0,0
79,0,10512,877,13,0,1,0,0,0
48,5,927,4616,4,2,0,0,1,0
48,0,153,8000,4,0,0,0,3,0
48,0,22040000,5400,8,2,1,0,0,1
30,0,408,6614,4,0,0,0,0,0
44,0,4663,12000,7,0,3,0,2,0
64,0,2436,6250,24,0,2,0,0,0
78,0,110,4250,6,0,0,0,0,0
32,1,3808,4200,5,0,2,0,0,0
39,0,8108,7400,10,0,1,0,3,0
33,0,2072,5475,15,0,0,0,0,0
79,0,1312,7068,6,0,1,0,0,0
80,0,1904,4500,3,0,0,0,0,0
25,0,2907,900,3,0,0,0,0,0
59,0,5254,3000,5,0,1,0,0,0
27,0,961,2900,6,0,0,0,1,0
35,0,2035,5000,6,0,0,0,2,0
46,0,729,16100,6,0,1,0,2,0
47,0,5184,8237,9,0,2,0,0,0
49,2,3736,15800,14,0,3,0,0,0
50,0,1766,6833,2,0,1,0,0,0
51,0,2231,5734,4,1,0,0,1,0
46,3,5128,13466,11,0,4,0,2,0
79,0,1103,443,6,0,0,0,0,0
49,0,2954,7250,5,0,1,0,0,0
59,0,590,10000,11,0,0,0,1,0
62,0,22914,1162,8,0,3,0,0,1
47,0,2873,11900,16,0,1,0,2,0
83,0,60000,5400,18,0,0,0,0,0
55,0,20580000,5400,6,0,1,0,2,0
45,0,28916,1374,11,0,1,0,2,0
65,0,2213,4400,7,0,1,0,0,0
30,0,7374,5316,8,0,3,0,0,0
68,1,3707,7216,12,0,1,0,0,0
65,0,1895,5501,3,0,1,0,1,0
43,0,6311,6143,10,0,2,0,0,0
57,0,5061,8500,17,0,2,0,1,0
67,0,2052,3063,9,0,1,0,0,0
46,0,2663,8949,5,0,1,0,4,0
75,0,14730000,0,20,0,1,0,0,0
54,0,55920000,5400,14,0,3,0,0,0
39,1,3962,11663,19,0,2,0,1,0
49,0,4926,11450,13,0,5,0,1,1
33,1,10261,5916,7,1,2,0,1,0
34,0,2438,1500,6,0,0,0,0,0
62,0,2114,5333,2,0,1,0,0,0
77,0,270000,5400,4,0,0,0,0,0
48,13,3480,12083,15,0,1,0,3,1
36,0,9720000,5400,3,0,1,0,0,0
55,0,1564,2825,12,0,0,0,0,0
67,0,2294,9956,14,0,1,0,1,0
41,0,2856,9220,6,0,1,0,3,0
51,0,1480,7333,7,0,1,0,0,0
28,0,7395,1800,6,0,0,0,1,0
47,0,2885,5000,5,0,1,0,1,0
43,0,3845,6800,5,0,1,0,1,0
71,0,2087,7200,8,0,1,0,0,0
45,0,41050000,5400,18,0,2,0,0,0
46,1,904,12000,4,2,0,0,4,0
42,0,1372,6944,5,0,1,0,0,0
42,0,7366,7282,10,0,2,0,1,0
30,1,3736,8334,9,0,2,0,0,0
27,0,5403,3700,10,0,1,0,0,0
57,0,5179,5525,29,0,2,0,0,0
37,0,10479,4500,15,0,4,0,1,0
48,0,20760000,5400,8,0,1,0,0,0
73,0,100000,5400,10,0,0,0,0,0
66,2,2306,6000,3,0,1,0,0,1
28,0,627,2500,6,0,0,0,0,0
68,0,5144,5500,10,0,1,0,0,0
62,0,13370000,0,9,0,1,0,0,0
57,0,5741,3890,9,0,1,1,0,0
71,0,6941,7002,15,0,1,0,1,0
59,0,396,3000,5,0,1,0,0,0
44,0,2192,6000,7,0,0,0,3,0
40,0,539,8131,8,0,0,0,1,0
47,0,6587,9400,7,0,3,0,3,0
64,0,2931,10333,8,0,1,0,2,0
71,0,5729,5750,13,0,3,0,0,0
39,2,280,90000,21,0,2,0,3,0
57,0,5007,8801,14,0,2,0,2,0
54,2,3631,3750,7,0,1,0,2,0
50,0,5115,11750,10,0,3,0,3,0
44,0,13202,2500,10,0,2,0,0,0
40,3,2929,3000,6,0,0,0,1,0
60,1,20920000,5400,3,0,2,0,0,0
67,0,65,3500,24,0,0,0,0,0
39,0,3305,6760,10,0,1,0,3,0
32,0,19920000,5400,6,0,1,0,0,0
55,0,2261,13499,8,0,3,0,1,0
52,1,4583,1426,8,1,0,0,4,1
79,0,623,2917,8,0,0,0,0,0
33,1,1390,6500,7,0,0,0,0,0
52,0,3798,8708,21,0,1,0,1,0
50,0,43930000,5400,7,0,1,0,0,0
66,0,1843,15000,13,0,1,0,0,0
61,0,3900,8100,11,0,0,0,0,0
25,0,0,1200,3,0,0,0,0,0
34,0,5132,3200,6,0,1,0,0,0
51,0,3613,8000,10,0,1,0,0,0
45,0,6280000,5400,8,0,0,0,2,0
54,0,2613,8050,12,0,2,0,3,0
40,0,1606,7500,8,0,0,0,1,0
46,0,1666,5500,14,0,0,0,2,0
22,0,2244,2280,3,0,0,0,0,1
27,0,5128,4800,14,0,2,0,0,0
50,0,413,7150,13,0,1,0,2,0
32,0,122,7000,9,0,0,0,0,0
55,0,4246,12900,18,0,1,0,1,0
54,0,6288,5800,9,1,1,0,2,0
41,0,0,5400,0,0,0,0,1,0
69,0,1227,7250,4,0,1,0,2,0
61,0,2630000,5400,0,1,0,0,0,0
42,1,4505,14000,8,0,2,0,3,1
62,0,3199,4572,12,0,1,0,0,0
74,0,146,4700,1,0,0,0,0,0
62,0,16710000,5400,8,1,1,0,0,0
61,0,3564,10000,22,0,1,0,5,0
64,0,551,6670,4,0,0,0,0,0
47,0,43500000,5400,26,0,2,0,0,0
31,1,401,6000,4,0,0,0,0,0
86,0,64,3419,23,0,0,0,0,0
42,2,1813,6000,10,0,0,0,3,0
27,0,6979,1800,8,0,0,0,1,0
44,0,3977,6974,5,0,2,0,0,0
34,0,2979,4500,11,0,2,0,0,0
39,1,19790000,5400,11,0,1,0,3,0
55,0,5039,3400,12,0,0,1,0,0
28,0,16500000,5400,7,0,1,0,0,0
42,1,1950,29166,13,0,1,0,0,0
62,0,38760000,5400,14,0,1,0,0,0
23,0,1570000,5400,0,0,0,0,0,0
66,0,1893,5607,10,0,1,0,0,0
32,0,5059,3833,10,0,2,0,1,0
61,4,3654,12616,11,0,3,0,0,0
45,0,9360000,5400,6,0,0,0,2,0
34,0,32970000,5400,9,0,1,1,0,0
39,0,6527,7083,9,0,2,0,1,0
39,1,5318,13500,17,0,2,0,3,0
54,0,16262,3025,14,0,5,0,1,0
84,0,6490000,5400,5,0,1,0,0,0
48,0,2801,5000,19,0,0,0,0,0
40,0,3305,3000,8,0,1,0,0,0
36,0,3512,5300,8,0,0,0,2,0
75,0,4400,7000,11,0,1,0,0,0
85,0,0,5400,4,2,0,0,0,0
60,0,3159,3344,9,0,1,0,0,0
32,0,779,2989,5,0,1,0,1,0
26,0,4970000,5400,5,0,0,0,0,0
73,1,2471,6250,10,0,1,0,0,0
53,0,4346,7000,13,0,1,0,3,0
64,0,1945,14833,6,0,1,0,1,0
35,0,309,3000,1,0,0,0,0,0
44,0,7547,3257,6,0,1,0,3,0
54,0,319,5416,1,2,0,0,3,0
35,0,3703,4500,5,0,1,0,0,0
28,0,9096,2700,7,0,1,0,0,0
68,0,4843,5000,10,0,2,0,0,0
58,0,20100000,5400,7,0,2,0,0,0
66,0,4361,7600,11,0,1,0,0,0
63,1,16350000,5400,2,2,1,3,0,1
68,0,1719,10000,17,0,1,0,0,0
59,0,4268,5083,15,0,2,0,0,0
58,1,6680000,5400,5,1,0,0,0,1
30,0,330000,5400,8,0,0,0,0,0
65,0,9802,3400,16,0,2,0,0,0
63,1,27980000,5400,11,0,1,0,0,0
47,1,4854,5507,5,0,1,0,3,0
80,0,2175,1001,10,0,0,0,0,0
56,0,288,970,1,0,0,0,0,0
55,0,7987,11666,15,0,3,0,1,0
57,0,151,13087,9,0,0,0,0,0
66,0,3929,2307,13,0,0,0,0,0
47,0,0,1104,1,0,0,0,0,0
78,0,65,7993,2,0,0,0,0,0
52,0,2895,8050,7,0,1,0,2,0
73,0,7646,1180,9,0,1,0,0,0
71,1,9421,3904,9,0,2,0,1,0
52,0,0,3666,3,0,0,0,0,0
65,0,3660,10000,14,0,1,0,1,0
30,0,4680000,5400,4,0,0,0,0,0
48,1,170000,5400,2,1,0,0,0,1
51,0,4029,5000,14,0,1,0,0,0
62,0,3446,14000,16,1,1,0,0,0
61,0,645,6878,7,0,0,0,1,0
56,0,5585,7500,17,0,2,0,0,0
56,1,8329,7362,43,0,3,0,0,0
59,1,3408,7310,7,0,2,0,0,0
24,0,1750000,5400,1,0,0,0,0,0
40,0,2819,10583,5,0,2,0,2,0
58,0,315,2759,0,0,0,0,0,1
63,0,3750,3700,10,0,1,0,0,0
68,0,0,5400,8,0,0,0,0,0
54,0,3223,2400,4,0,1,0,0,0
79,0,10649,800,6,0,0,0,0,0
69,0,15250000,5400,8,0,1,0,0,0
33,1,2916,11116,10,0,1,0,2,0
49,1,4176,4850,11,0,1,0,1,0
33,0,6113,6200,8,0,2,0,0,0
48,0,3737,1650,14,0,0,0,0,0
39,0,1621,2200,2,0,0,1,2,0
82,0,923,6000,6,0,0,0,0,0
67,0,80000,5400,3,0,0,0,0,0
72,0,14310000,5400,14,1,2,0,1,0
57,0,315,2500,10,0,0,0,0,0
67,0,52,1900,5,0,0,0,0,0
78,0,8400000,5400,10,0,1,0,0,0
57,0,3493,3783,6,0,2,0,0,0
43,1,7618,4000,6,0,1,0,2,0
69,0,5579,2874,7,0,1,0,0,0
76,0,11190000,5400,6,0,1,0,0,0
68,0,6031,40000,17,0,9,0,0,0
61,0,23050000,5400,23,0,0,0,0,0
80,0,3315,750,3,0,0,0,0,1
54,1,4057,5710,20,0,2,0,0,0
79,0,56,1601,7,0,0,0,0,0
66,0,2462,7000,9,0,1,0,0,0
48,1,4109,7100,25,0,2,0,0,0
58,0,2995,12600,10,0,3,0,3,0
32,1,994,3879,2,15,0,0,3,0
52,0,5740000,5400,3,0,0,0,0,0
64,0,2636,10000,13,0,2,0,0,0
40,0,1275,10887,2,0,1,0,1,0
24,0,100,4166,3,0,0,0,0,0
78,0,3192,6000,18,0,2,0,0,0
53,0,2361,15946,9,0,2,0,1,0
51,0,15030000,5400,5,0,1,0,0,0
67,1,892,23480,6,0,1,0,0,1
34,0,699,3000,12,0,0,1,0,0
39,0,2928,1918,7,0,0,0,2,0
36,0,778,8100,2,0,1,0,2,0
43,0,4746,2864,5,0,0,0,1,0
33,0,4294,4500,10,0,1,0,0,0
38,1,4478,3125,4,0,1,0,0,0
32,0,5880,6250,22,0,1,0,1,0
47,0,13099,4000,16,0,2,0,0,1
62,0,2746,8400,13,0,1,0,3,0
48,0,346,3400,6,0,0,0,0,0
49,0,3012,12000,8,0,1,0,5,0
41,0,51212,1500,5,0,1,0,0,0
68,0,180000,5400,6,0,0,0,0,0
50,0,3763,7500,27,0,0,0,0,0
58,0,3637,13300,13,0,3,0,1,0
75,0,360000,5400,3,0,0,0,0,0
43,0,3439,4500,5,0,1,0,2,0
40,0,3063,7300,11,0,3,0,0,0
52,0,23120000,5400,3,0,2,0,0,0
26,0,1203,2200,9,0,0,0,0,1
77,3,4798,10303,16,3,2,0,1,0
80,0,6619,4900,8,0,2,0,2,0
62,0,5160000,5400,6,0,0,0,1,0
74,1,5507,7047,12,0,2,0,0,0
31,0,1084,2700,1,0,0,0,2,0
38,2,3199,4165,12,0,1,0,1,1
35,1,3071,11500,10,0,2,0,0,0
83,0,450000,5400,4,0,0,0,0,0
45,0,5577,6400,14,0,2,0,4,0
31,0,2549,6664,9,0,2,0,0,0
48,0,6735,13500,16,0,3,0,2,0
51,0,3631,3400,5,0,1,0,0,0
50,1,2593,12675,4,0,1,0,0,0
69,0,5913,17750,23,0,2,0,1,0
65,0,16820000,5400,13,0,2,0,0,0
58,0,130000,5400,3,0,0,0,0,0
44,0,209,2285,5,0,0,0,0,0
46,0,5077,10333,9,0,2,0,0,0
50,0,5478,11159,4,0,1,0,2,0
42,0,6630,6000,7,0,3,0,2,0
73,0,5320,8750,11,0,2,0,0,0
67,0,5023,5306,14,0,2,0,0,0
59,1,32990000,5400,9,0,2,0,1,0
60,0,5114,2916,9,0,1,0,0,0
38,0,6764,4960,3,0,1,0,1,0
59,0,1805,1400,4,0,0,0,2,0
73,0,5117,4300,11,0,1,0,0,0
42,0,2901,26000,4,0,3,0,1,0
64,0,4110000,5400,3,0,0,0,0,0
53,0,3636,8069,14,0,2,0,0,0
67,0,5124,7916,12,0,2,0,1,0
40,0,6446,3100,12,0,0,0,4,0
52,0,1022,8333,7,0,1,0,0,0
72,0,7264,7152,15,0,3,0,0,0
31,0,275,2500,3,0,0,0,0,0
39,0,4548,7460,24,0,2,0,1,0
72,0,4060000,5400,9,0,0,0,0,0
76,0,16650000,5400,8,0,2,0,0,0
73,0,1373,20000,8,0,1,0,0,0
39,0,4316,13666,7,0,2,0,3,0
28,0,995,9333,11,0,0,0,0,0
33,0,8530000,5400,9,0,0,0,2,0
44,1,7434,7466,14,0,3,0,4,0
70,0,19140000,5400,23,0,1,0,0,0
52,3,5594,5000,8,0,2,0,4,1
34,0,3733,2000,3,0,0,0,0,0
35,98,0,1700,1,98,0,98,1,0
76,0,2918,5132,19,0,0,0,0,0
30,0,780000,1,2,0,0,0,2,0
55,0,1979,7500,8,0,1,0,2,0
75,0,18590000,5400,12,0,1,0,0,0
53,0,627,12758,6,0,0,0,1,0
50,3,9559,3900,15,0,2,0,0,1
45,1,6382,7400,12,0,2,0,0,0
50,0,3196,9750,12,0,2,0,1,0
52,0,9371,2750,10,0,2,0,2,0
85,0,1602,6250,12,0,2,0,0,0
67,0,5610000,5400,4,0,0,0,0,0
51,0,3085,12500,9,0,1,0,1,0
44,0,4831,5000,14,0,1,0,1,0
58,0,11013,5000,9,0,2,0,0,0
38,0,8250,1760,6,0,0,0,2,1
43,0,4412,8732,6,0,2,0,4,0
46,0,0,5400,4,0,0,0,0,0
47,0,4010,3500,11,0,1,0,0,0
50,0,4734,5533,8,0,2,1,0,0
45,0,750,5552,2,0,0,0,1,0
63,0,15,2500,12,0,0,0,1,0
55,0,13060,2283,11,0,2,0,0,0
67,0,10820000,5400,8,0,1,0,0,0
63,0,4886,4000,9,1,2,0,1,0
51,1,8224,3586,13,0,2,0,3,0
53,0,611,5800,14,0,0,0,0,0
62,0,5680000,5400,13,0,0,0,0,0
40,1,7086,5038,13,0,1,0,2,0
64,1,2870,9225,9,0,1,0,0,0
42,0,8498,5000,13,0,1,0,0,0
41,0,2780,13041,8,0,2,0,0,0
78,0,4938,3000,14,0,1,0,0,0
40,1,0,8375,4,0,0,0,0,0
63,0,1708,7135,3,0,1,0,0,0
48,0,5687,7083,14,0,2,0,0,0
46,0,2912,3865,7,0,1,0,1,0
30,0,3298,2800,9,0,0,0,0,0
61,0,2791,14752,9,0,2,0,1,0
58,0,3611,17082,19,0,7,0,0,0
54,0,321,3981,5,0,0,0,0,0
53,1,7580000,5400,3,0,0,0,1,1
76,0,4541,7084,14,0,2,0,0,0
40,0,4113,7300,12,0,2,0,3,0
65,0,2270,9483,6,0,2,0,3,0
41,0,3782,7452,4,0,1,0,3,0
53,0,3614,3900,8,0,1,0,0,0
84,0,150000,5400,9,0,0,0,0,0
58,4,5433,16200,15,0,2,0,4,0
68,0,1768,17000,16,0,2,0,1,0
44,0,1144,4500,4,0,0,0,3,0
40,0,730000,5400,0,0,0,0,0,0
27,0,3093,1916,8,0,0,0,0,0
39,0,2875,7083,5,0,1,0,0,0
41,1,4535,11666,18,0,2,0,2,0
51,0,759,14235,5,0,2,0,7,0
62,0,116,6200,6,0,0,0,0,0
50,0,4411,5600,19,0,2,0,0,0
40,0,1725,18500,8,0,1,0,1,0
47,1,2945,3998,5,0,1,0,1,0
42,0,1412,5700,7,0,0,0,3,0
50,0,546,3000,5,0,0,0,0,0
59,0,714,15500,13,0,1,0,1,0
51,0,2839,6000,6,0,2,0,4,0
44,1,5185,12858,14,0,6,2,0,0
43,0,1557,6400,5,0,0,0,0,0
42,0,2598,10800,7,0,2,0,0,0
44,1,1677,2300,4,0,0,0,1,0
38,0,2406,12666,8,0,1,0,0,0
49,0,3573,9583,9,0,2,0,0,1
49,1,4990,6040,15,0,2,0,1,0
50,0,1930,9064,6,0,1,1,2,0
51,0,5874,6500,12,0,1,0,0,0
46,0,2407,3500,4,0,2,0,2,0
44,0,5734,6615,17,0,1,0,1,0
25,0,3651,1100,5,0,0,0,0,0
53,3,3551,7498,15,2,4,0,3,0
64,0,9900,5300,17,0,1,0,1,0
58,0,4838,2200,3,0,1,0,0,0
73,0,85000000,0,2,0,0,0,0,0
46,2,1222,3000,2,1,0,1,0,1
67,1,7755,8400,5,1,1,0,0,0
37,3,37780000,5400,9,0,2,1,0,1
44,2,11736,3557,9,0,4,0,2,0
34,1,5025,2500,10,0,1,0,0,0
60,0,4695,3300,7,0,1,0,0,0
61,2,2809,8666,23,0,1,0,1,0
48,1,4278,4164,7,0,2,0,2,0
61,0,14910000,5400,6,0,1,0,0,0
65,0,2310,6055,2,0,1,0,1,0
47,0,56920000,5400,20,0,2,0,3,0
47,0,2946,12550,15,0,3,0,0,0
58,0,4933,2800,7,0,1,0,2,0
83,0,0,5400,1,0,0,0,0,0
59,0,330,1451,2,0,0,0,0,0
64,0,25764,1000,13,0,4,0,0,0
39,2,4092,2865,6,0,1,1,1,0
60,0,10173,3000,10,0,1,0,0,0
39,0,3003,2916,9,0,0,0,2,0
66,0,1893,4568,9,0,2,0,1,0
45,0,28130000,5400,9,0,2,0,0,0
57,0,1176,3800,4,0,0,0,2,0
61,0,4417,5400,1,1,1,0,0,1
36,1,1638,6743,6,0,0,0,0,0
56,0,5140000,5400,7,0,0,0,4,0
66,0,3483,5000,7,0,1,0,0,0
61,1,2138,4100,7,0,0,0,0,0
41,0,26,7166,6,0,0,0,2,0
36,3,3180,6200,5,0,1,1,1,0
60,2,2947,7300,3,0,2,0,2,0
56,0,12250000,5400,3,0,0,0,0,0
61,0,240000,5400,2,0,0,0,0,0
41,0,593,10749,9,1,0,0,0,0
38,0,4553,5750,6,0,1,0,1,0
